Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,mbti_type,text_sample
5,5,5,4,2,1,1,1,2,2,2,3,2,4,2,ESFP,I enjoy performing collaborating in lively teams and bringing fun to every situation.
4,3,2,5,5,3,3,4,4,5,4,1,1,4,1,ENTP,I enjoy brainstorming creative solutions and arguing multiple perspectives on problems.
3,5,5,3,2,3,1,1,3,4,5,1,3,1,1,ESTP,I am bold and energetic and I enjoy jumping into action without overthinking.
2,5,4,4,1,2,1,1,3,3,2,5,5,4,4,ESFJ,I like organising group activities and ensuring that everyone feels included and valued.
1,1,2,2,3,2,4,5,5,4,5,4,3,3,4,INTJ,I enjoy setting ambitious goals and working methodically toward them without distraction.
1,2,2,1,2,2,2,1,4,4,4,3,4,5,4,ISTJ,I like following established methods maintaining accurate records and meeting deadlines.
1,1,1,2,4,4,5,5,5,3,2,2,4,3,4,INTP,I like to analyse systems and find innovative conceptual solutions.
2,3,2,3,5,4,4,3,1,1,1,4,4,4,5,INFJ,I am deeply empathetic and enjoy helping others achieve their personal growth goals.
3,1,1,1,4,3,5,5,5,3,5,1,5,5,4,INTJ,I like to understand the underlying logic of systems and improve them through careful analysis.
4,2,5,4,1,2,2,3,2,1,2,5,5,4,3,ESFJ,I prefer structured environments where I can contribute to the wellbeing of a community.
4,5,3,4,3,4,3,3,3,4,1,1,1,3,2,ENFP,I am spontaneous and adaptable and I thrive in environments that allow for creative freedom.
5,4,5,3,4,4,5,4,5,5,3,2,1,3,2,ENTP,I like to question the status quo and find better more innovative ways of doing things.
5,3,5,4,5,4,5,5,1,1,2,5,3,5,5,ENFJ,I like facilitating discussions and helping teams work through challenges collaboratively.
4,3,4,5,5,3,5,5,1,1,2,2,1,2,1,ENFP,I am enthusiastic creative and love connecting people with exciting new opportunities.
3,2,1,2,5,4,4,5,2,4,1,3,3,4,4,INFJ,I enjoy writing and reflecting on ideas that connect personal values to broader human themes.
4,4,2,1,1,2,1,2,5,2,5,1,1,2,1,ISTP,I enjoy hands on problem solving working with tools and understanding how things work.
4,5,5,5,2,4,5,4,4,1,1,5,5,3,3,ENFJ,I am energised by connecting with people and helping them reach their full potential.
2,5,1,1,4,5,3,5,1,2,2,3,4,5,5,INFJ,I am intuitive about people feelings and enjoy counselling and guiding others.
1,3,4,4,2,1,2,2,5,4,2,2,2,3,2,ISTP,I prefer to stay flexible and respond to situations as they arise rather than planning ahead.
4,5,5,4,3,2,1,1,5,4,5,5,5,5,5,ESTJ,I am organised decisive and excellent at managing teams to meet operational goals.
2,2,1,1,5,4,4,4,4,4,5,4,3,4,4,INTJ,I find satisfaction in mastering complex subjects and applying them to build better systems.
2,2,3,2,5,4,4,4,3,2,3,1,1,4,2,INTP,I am fascinated by theories and enjoy spending hours thinking through complex problems alone.
5,2,3,4,3,5,5,3,5,2,4,4,4,5,5,ENTJ,I like setting high standards and pushing teams to achieve results that exceed expectations.
4,5,4,5,3,1,3,2,5,4,2,2,2,1,1,ESTP,I like taking risks adapting quickly and solving immediate real world problems.
3,3,3,3,4,5,5,5,5,4,4,5,3,5,4,ENTJ,I enjoy managing complex projects making decisive choices and inspiring leadership.
1,1,2,1,2,2,2,2,1,1,1,4,5,3,5,ISFJ,I enjoy providing care nurturing environments and maintaining harmony in teams.
4,4,4,5,1,1,1,2,4,4,4,3,1,1,2,ESTP,I enjoy persuading others and thrive in competitive high stakes situations.
4,5,5,4,1,1,1,1,5,5,3,2,3,1,1,ESTP,I am observant and resourceful and I find practical solutions to problems on the spot.
3,2,2,2,4,4,3,3,2,1,1,2,2,3,1,INFP,I enjoy writing art and exploring emotions through creative and imaginative projects.
1,2,3,1,5,5,2,4,1,2,2,2,1,1,1,INFP,I care deeply about helping others and expressing my inner values through my work.
2,1,3,2,3,2,2,2,1,1,1,4,2,1,4,ISFP,I like working on creative projects that allow me to express my personal aesthetic.
5,4,2,4,3,3,4,5,3,4,3,1,3,2,1,ENTP,I like to question the status quo and find better more innovative ways of doing things.
4,3,3,3,2,3,3,4,4,4,5,3,5,4,5,ESTJ,I enjoy managing operations and ensuring that systems and processes run smoothly.
3,2,2,3,1,1,1,2,1,1,1,4,3,3,5,ISFJ,I enjoy providing care nurturing environments and maintaining harmony in teams.
1,1,2,1,1,1,2,2,5,3,4,4,4,4,5,ISTJ,I like working with facts and data and prefer proven methods over experimental approaches.
5,4,5,5,5,4,3,5,3,5,4,4,4,5,5,ENTJ,I enjoy strategic planning and find satisfaction in turning ambitious visions into reality.
4,4,3,4,1,3,2,1,5,4,4,5,5,5,3,ESTJ,I like setting clear expectations and following through with consistent disciplined execution.
3,4,5,4,1,1,2,3,1,2,1,2,2,1,2,ESFP,I am outgoing and playful and I love being the centre of attention in social settings.
1,3,1,4,2,2,2,1,5,3,4,2,1,1,3,ISTP,I enjoy working with my hands and find satisfaction in fixing or building physical things.
4,5,5,5,1,1,3,3,3,5,4,1,1,1,3,ESTP,I like working in dynamic environments where I can respond quickly to changing situations.
5,5,3,4,4,2,3,5,4,5,3,3,3,1,2,ENTP,I enjoy brainstorming creative solutions and arguing multiple perspectives on problems.
2,5,4,5,3,5,5,5,1,2,2,4,4,5,4,ENFJ,I love building relationships supporting personal development and leading collaboratively.
5,4,5,4,4,5,4,5,3,4,2,2,4,3,3,ENFP,I enjoy exploring possibilities meeting diverse people and inspiring others with ideas.
4,4,3,3,4,2,4,5,1,1,3,1,3,5,1,ENFP,I am energised by social interaction and love inspiring others with my ideas and energy.
5,5,5,4,1,1,4,1,2,1,2,1,3,1,3,ESFP,I enjoy performing collaborating in lively teams and bringing fun to every situation.
5,3,4,5,3,1,1,3,2,1,3,1,1,1,1,ESFP,I like people centred work that lets me express enthusiasm and bring joy to others.
4,3,1,1,2,3,1,1,5,5,2,5,3,4,4,ISTJ,I prefer predictable routines and feel most productive when I have a clear plan to follow.
4,4,4,4,3,3,4,4,3,5,3,5,3,4,3,ENTJ,I enjoy strategic planning and find satisfaction in turning ambitious visions into reality.
4,4,4,5,1,2,3,3,2,2,3,4,1,1,1,ESFP,I thrive in lively social environments and enjoy collaborating with enthusiastic teams.
1,1,2,2,5,3,5,3,1,1,1,3,5,4,5,INFJ,I am driven by a sense of purpose and want my work to contribute to something meaningful.
5,4,3,5,5,3,5,5,4,2,3,2,3,4,5,ENFJ,I am energised by connecting with people and helping them reach their full potential.
5,2,3,4,1,5,4,5,2,3,3,3,2,1,2,ENTP,I am adaptable and thrive in fast changing environments where I can experiment freely.
5,4,2,5,2,1,3,3,3,1,1,3,1,2,2,ESFP,I like working with people and find satisfaction in making others laugh and feel good.
2,2,3,2,4,4,5,4,2,2,1,2,2,2,1,INFP,I value creativity self expression and authentic connections with people around me.
3,5,4,4,3,1,1,2,2,3,4,3,1,1,2,ESTP,I am observant and resourceful and I find practical solutions to problems on the spot.
1,2,1,2,3,4,4,3,3,3,3,4,4,5,4,INFJ,I like meaningful conversations about values and making a positive impact on society.
4,5,5,4,3,5,3,3,3,3,5,2,1,1,1,ENTP,I like exploring unconventional ideas and finding creative ways to solve complex problems.
2,1,1,3,3,1,2,2,1,1,1,4,5,5,4,ISFJ,I am caring supportive and dedicated to helping others in practical everyday ways.
5,4,5,4,4,3,5,4,5,4,5,3,4,4,4,ENTJ,I am direct and assertive and I prefer to make decisions quickly based on logic and data.
2,3,3,1,5,5,4,4,1,1,1,3,4,5,5,INFJ,I am driven by a sense of purpose and want my work to contribute to something meaningful.
2,2,1,2,5,5,3,4,4,4,3,2,3,1,4,INTP,I love exploring abstract ideas and questioning assumptions about how things work.
1,4,1,2,1,1,2,3,5,5,2,5,4,5,5,ISTJ,I value responsibility consistency and working systematically through detailed tasks.
1,3,3,2,3,3,1,4,3,4,3,4,5,4,5,ISTJ,I take my commitments seriously and always follow through on what I promise.
1,3,1,2,3,5,4,2,2,1,3,5,5,4,5,INFJ,I prefer deep one on one conversations over large social gatherings.
2,2,2,2,4,4,4,3,2,1,1,4,3,3,4,INFJ,I am deeply empathetic and enjoy helping others achieve their personal growth goals.
1,1,2,2,1,3,3,3,4,2,4,1,2,4,1,ISFP,I value kindness beauty and helping others in quiet behind the scenes ways.
1,1,2,2,3,1,3,3,1,1,2,1,1,1,1,ISFP,I am observant and sensitive and I notice small details that others often overlook.
5,5,5,5,2,2,1,1,2,1,1,2,1,1,3,ESFP,I like people centred work that lets me express enthusiasm and bring joy to others.
1,1,2,2,1,3,2,3,1,3,1,4,4,4,5,ISFJ,I enjoy organising and maintaining systems that help others function smoothly.
3,2,2,3,5,4,4,5,3,3,2,1,1,4,4,INFP,I care deeply about helping others and expressing my inner values through my work.
5,5,4,5,3,1,3,1,2,3,3,5,4,5,4,ESFJ,I enjoy caring professions where I can support and nurture others in practical ways.
3,5,2,4,2,3,2,1,3,2,3,4,4,5,5,ESFJ,I am attentive to the needs of others and enjoy providing practical support and care.
4,2,5,5,4,5,3,5,4,3,3,2,1,1,2,ENTP,I like to question the status quo and find better more innovative ways of doing things.
2,3,4,4,5,5,4,3,1,1,4,3,1,2,2,ENFP,I like brainstorming campaigns advocacy and energising teams with optimistic vision.
4,4,4,5,2,3,1,2,4,1,3,5,5,5,1,ESFJ,I like working with people creating welcoming environments and fulfilling social duties.
1,2,1,2,5,5,4,5,2,3,3,5,2,3,5,INFJ,I am deeply empathetic and enjoy helping others achieve their personal growth goals.
1,3,1,2,5,4,5,3,5,4,4,5,3,3,2,INTJ,I enjoy setting ambitious goals and working methodically toward them without distraction.
2,2,1,2,5,4,5,2,2,3,3,3,2,2,1,INFP,I prefer working on projects that feel personally meaningful rather than purely practical.
5,2,4,3,1,3,1,3,5,3,5,5,5,5,4,ESTJ,I prefer clear hierarchies and well defined roles and I hold myself and others accountable.
1,2,1,2,5,4,4,4,5,5,4,3,4,5,4,INTJ,I prefer solitude when thinking and tend to plan everything carefully before acting.
3,2,2,2,1,2,2,1,5,3,5,5,5,5,5,ISTJ,I value responsibility consistency and working systematically through detailed tasks.
5,4,4,5,2,2,5,4,2,4,5,4,4,5,3,ENTJ,I enjoy strategic planning and find satisfaction in turning ambitious visions into reality.
1,3,3,4,1,3,1,2,5,5,5,5,3,2,3,ISTJ,I am thorough and detail oriented and I rarely make mistakes when I follow a structured process.
2,3,2,2,4,4,5,5,1,4,1,2,1,3,1,INFP,I am idealistic and often imagine how the world could be better and more compassionate.
4,4,4,3,5,5,5,1,2,2,1,5,3,4,4,ENFJ,I enjoy leading groups and creating environments where everyone feels valued and motivated.
5,5,5,4,4,2,3,5,3,2,2,3,3,4,5,ENFJ,I am empathetic and charismatic and I naturally take on the role of mentor or guide.
4,3,5,4,2,3,1,2,2,3,2,1,2,1,2,ESFP,I enjoy living in the moment and bringing energy and excitement to everything I do.
1,1,1,1,4,3,5,5,2,1,2,1,2,1,2,INFP,I care deeply about helping others and expressing my inner values through my work.
5,4,4,4,1,1,1,1,3,4,3,1,1,1,2,ESTP,I prefer hands on experience over theory and I learn best by doing.
5,2,5,5,1,3,2,2,2,2,1,5,5,2,5,ESFJ,I am warm and sociable and I enjoy making others feel welcome and appreciated.
3,4,4,2,3,3,1,3,2,1,1,2,3,2,1,ESFP,I like working with people and find satisfaction in making others laugh and feel good.
2,1,1,1,3,5,2,5,5,5,3,1,1,2,2,INTP,I prefer to understand the why behind everything rather than just following instructions.
5,5,5,4,2,2,1,1,5,3,5,3,5,4,4,ESTJ,I am direct and confident and I prefer straightforward communication over ambiguity.
3,3,4,5,5,3,5,4,4,3,1,1,1,1,4,ENFP,I like brainstorming campaigns advocacy and energising teams with optimistic vision.
4,2,4,3,4,5,4,5,1,2,2,4,2,1,1,ENFP,I am spontaneous and adaptable and I thrive in environments that allow for creative freedom.
1,2,1,2,5,5,5,2,1,2,3,4,2,3,3,INFJ,I am deeply empathetic and enjoy helping others achieve their personal growth goals.
1,2,1,3,1,1,2,2,2,1,1,5,3,4,5,ISFJ,I enjoy providing care nurturing environments and maintaining harmony in teams.
5,5,5,5,3,3,4,3,5,3,3,1,2,3,3,ENTP,I am adaptable and thrive in fast changing environments where I can experiment freely.
5,3,5,5,3,5,5,2,3,4,5,5,4,4,3,ENTJ,I like setting high standards and pushing teams to achieve results that exceed expectations.
5,5,4,5,2,5,4,4,1,3,2,1,1,2,2,ENFP,I like brainstorming campaigns advocacy and energising teams with optimistic vision.
4,4,5,4,2,4,2,5,1,1,3,5,3,5,4,ENFJ,I enjoy leading groups and creating environments where everyone feels valued and motivated.
3,2,5,4,2,2,4,2,3,3,3,5,5,5,5,ESFJ,I find satisfaction in maintaining harmony and helping groups work together effectively.
4,3,3,2,4,5,5,5,2,1,3,1,2,3,2,INFP,I enjoy writing art and exploring emotions through creative and imaginative projects.
3,5,4,5,4,5,4,4,3,2,2,2,3,2,2,ENFP,I enjoy working on creative projects that allow me to express my imagination and enthusiasm.
1,1,1,4,5,3,5,2,5,4,4,5,3,3,4,INTJ,I prefer working independently on complex strategic problems and long term planning.
4,4,5,4,3,2,4,4,2,1,1,1,4,3,2,ENFP,I enjoy exploring possibilities meeting diverse people and inspiring others with ideas.
5,3,5,3,5,5,5,4,4,5,5,3,1,1,2,ENTP,I like entrepreneurial ventures innovation and rapidly generating novel concepts.
2,1,1,2,2,1,2,2,2,2,3,1,1,3,2,ISFP,I prefer to act on my feelings rather than follow rigid plans or schedules.
3,3,4,3,3,5,3,4,5,5,4,1,1,2,3,ENTP,I am adaptable and thrive in fast changing environments where I can experiment freely.
4,1,1,2,5,5,5,3,3,5,3,4,5,3,5,INTJ,I find satisfaction in mastering complex subjects and applying them to build better systems.
2,1,2,2,5,5,3,3,5,5,3,5,4,5,4,INTJ,I am drawn to long range strategy and enjoy working alone on intellectually demanding tasks.
1,2,3,3,3,4,4,4,3,5,1,2,2,2,3,INFP,I enjoy quiet reflection and expressing my feelings through creative writing or art.
4,4,3,4,5,5,2,4,4,3,3,1,3,1,1,ENTP,I like exploring unconventional ideas and finding creative ways to solve complex problems.
5,3,5,3,4,4,4,4,4,3,4,1,1,1,1,ENTP,I enjoy brainstorming creative solutions and arguing multiple perspectives on problems.
3,2,1,3,3,1,1,4,4,4,5,4,5,5,5,ISTJ,I like following established methods maintaining accurate records and meeting deadlines.
3,3,4,3,5,4,5,5,1,2,1,4,3,5,4,ENFJ,I enjoy teaching coaching and helping communities achieve shared meaningful goals.
1,3,2,2,1,3,4,3,1,1,1,5,4,5,4,ISFJ,I enjoy providing care nurturing environments and maintaining harmony in teams.
1,2,4,2,4,4,3,4,4,3,3,1,2,1,1,INTP,I love exploring abstract ideas and questioning assumptions about how things work.
2,2,1,2,2,5,5,5,1,2,1,1,1,2,1,INFP,I care deeply about helping others and expressing my inner values through my work.
3,5,5,4,3,3,4,1,1,1,2,5,1,3,2,ESFP,I am outgoing and playful and I love being the centre of attention in social settings.
3,3,5,3,3,2,3,3,3,5,5,2,1,1,2,ENTP,I like entrepreneurial ventures innovation and rapidly generating novel concepts.
2,3,2,5,3,2,1,3,4,4,4,1,3,1,2,ESTP,I like taking risks adapting quickly and solving immediate real world problems.
1,1,3,1,5,3,4,5,1,4,1,2,1,3,2,INFP,I enjoy quiet reflection and expressing my feelings through creative writing or art.
1,1,2,2,2,4,4,5,2,1,1,4,5,5,4,INFJ,I prefer deep one on one conversations over large social gatherings.
4,2,5,5,2,2,1,1,1,4,3,2,3,1,1,ESFP,I like working with people and find satisfaction in making others laugh and feel good.
2,4,4,5,4,4,4,3,5,5,5,5,5,5,5,ENTJ,I like setting high standards and pushing teams to achieve results that exceed expectations.
4,4,4,4,3,2,2,1,2,2,1,1,1,4,2,ESFP,I enjoy living in the moment and bringing energy and excitement to everything I do.
3,2,3,2,5,2,4,3,4,5,4,3,1,3,3,INTP,I like working independently on open ended intellectual problems with no fixed answer.
1,2,3,1,4,5,4,5,3,1,1,4,2,1,1,INFP,I am sensitive to the emotions of others and try to create harmony in my relationships.
5,4,4,3,4,4,3,3,3,1,2,5,5,5,4,ENFJ,I am passionate about inspiring others mentoring teams and facilitating group growth.
2,3,2,1,4,4,3,5,4,2,5,4,4,2,5,INTJ,I like to understand the underlying logic of systems and improve them through careful analysis.
4,4,1,5,3,5,5,4,3,4,4,1,1,3,1,ENTP,I am energised by intellectual debate and enjoy challenging assumptions with counterarguments.
2,3,3,1,4,5,3,5,1,3,3,1,2,1,3,INFP,I like exploring philosophical questions about identity meaning and human connection.
4,2,4,3,2,2,3,3,5,5,3,5,4,5,5,ESTJ,I enjoy managing operations and ensuring that systems and processes run smoothly.
2,1,2,2,4,3,3,5,5,5,3,5,3,4,4,INTJ,I prefer solitude when thinking and tend to plan everything carefully before acting.
2,2,3,2,3,5,4,3,2,5,3,2,1,2,1,INTP,I enjoy debating ideas and exploring multiple logical frameworks before reaching a conclusion.
2,1,2,2,5,5,5,3,2,4,5,5,5,5,5,INTJ,I am drawn to long range strategy and enjoy working alone on intellectually demanding tasks.
5,3,5,5,4,3,5,5,5,4,4,2,3,2,2,ENTP,I am energised by intellectual debate and enjoy challenging assumptions with counterarguments.
3,1,2,2,4,2,2,1,5,5,5,4,4,3,5,ISTJ,I am thorough and detail oriented and I rarely make mistakes when I follow a structured process.
1,4,2,1,5,3,3,4,2,3,1,5,4,4,5,INFJ,I often sense what others are feeling before they say it and try to support them quietly.
2,1,2,1,5,4,2,5,3,1,1,2,3,4,3,INFP,I care deeply about helping others and expressing my inner values through my work.
1,3,1,4,2,4,1,2,2,1,2,2,3,3,1,ISFP,I value kindness beauty and helping others in quiet behind the scenes ways.
5,5,3,5,4,5,3,5,5,5,3,3,1,1,2,ENTP,I like exploring unconventional ideas and finding creative ways to solve complex problems.
4,3,3,4,3,5,4,5,2,4,1,2,1,2,2,ENFP,I like exploring many different possibilities and I often pursue multiple interests at once.
